po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating
PO719,Supplier_45,India,Mechanical,18-10-2025,11-11-2025,11-11-2025,161,137,163.04,26249.44,0.008,0,4.91
PO720,Supplier_37,Poland,Mechanical,23-09-2025,09-10-2025,12-10-2025,423,419,195.71,82785.33,0.096,0,3.25
PO721,Supplier_30,India,Packaging,21-03-2026,28-03-2026,28-03-2026,234,206,26.8,6271.2,0.034,2,4.07
PO722,Supplier_25,China,Electronics,02-07-2025,13-07-2025,15-07-2025,212,190,20.33,4309.96,0.002,0,4.14
PO723,Supplier_31,Poland,Raw Material,19-05-2025,25-05-2025,25-05-2025,382,369,101.8,38887.6,0.006,1,4.33
PO724,Supplier_43,Germany,Mechanical,13-08-2025,22-08-2025,27-08-2025,120,115,120.63,14475.599999999999,0.03,2,3.69
PO725,Supplier_24,France,Mechanical,09-12-2025,24-12-2025,26-12-2025,235,219,178.45,41935.75,0.041,1,3.12
PO726,Supplier_34,India,Mechanical,23-09-2025,18-10-2025,20-10-2025,153,134,13.17,2015.01,0.087,2,3.62
PO727,Supplier_43,France,Packaging,24-03-2026,05-04-2026,05-04-2026,362,348,192.35,69630.7,0.085,0,4.16
PO728,Supplier_11,China,Raw Material,14-03-2026,26-03-2026,26-03-2026,76,47,109.78,8343.28,0.02,4,3.56
PO729,Supplier_41,Germany,Raw Material,31-05-2025,09-06-2025,10-06-2025,146,132,196.63,28707.98,0.038,3,3.38
PO730,Supplier_42,Poland,Electronics,27-05-2025,05-06-2025,05-06-2025,331,327,59.08,19555.48,0.087,0,3.85
PO731,Supplier_33,China,Mechanical,19-10-2025,10-11-2025,13-11-2025,335,310,78.16,26183.6,0.1,1,3.6
PO732,Supplier_49,India,Electronics,06-05-2025,16-05-2025,21-05-2025,99,94,10.14,1003.86,0.059,0,3.73
PO733,Supplier_10,Germany,Raw Material,05-03-2026,15-03-2026,20-03-2026,199,178,190.93,37995.07,0.053,2,4.09
PO734,Supplier_23,India,Electronics,31-05-2025,17-06-2025,20-06-2025,282,273,157.82,44505.24,0.022,3,3.52
PO735,Supplier_13,India,Raw Material,04-05-2025,10-05-2025,11-05-2025,279,277,26,7254,0.098,0,4.29
PO736,Supplier_18,Germany,Packaging,21-09-2025,07-10-2025,10-10-2025,372,362,64.99,24176.28,0.048,0,4.18
PO737,Supplier_29,India,Packaging,28-10-2025,14-11-2025,14-11-2025,179,175,57.17,10233.43,0.099,2,3.83
PO738,Supplier_11,India,Mechanical,28-10-2025,04-11-2025,09-11-2025,192,165,49.29,9463.68,0.093,1,2.76
PO739,Supplier_32,China,Mechanical,31-07-2025,28-08-2025,04-09-2025,371,366,173.05,64201.55,0.041,4,2.9
PO740,Supplier_14,Germany,Packaging,09-12-2025,14-12-2025,17-12-2025,372,351,68.69,25552.68,0.037,4,4.53
PO741,Supplier_21,China,Mechanical,27-07-2025,06-08-2025,13-08-2025,93,90,25.33,2355.69,0.067,2,2.72
PO742,Supplier_3,Poland,Raw Material,11-07-2025,27-07-2025,27-07-2025,297,284,162.97,48402.09,0.085,0,4.85
PO743,Supplier_5,China,Raw Material,03-03-2026,24-03-2026,24-03-2026,265,265,61.97,16422.05,0.04,2,4.9
PO744,Supplier_31,China,Raw Material,26-03-2026,24-04-2026,24-04-2026,154,128,187.13,28818.02,0.067,4,3.35
PO745,Supplier_45,France,Electronics,15-12-2025,08-01-2026,15-01-2026,366,361,136.79,50065.14,0.013,0,4.41
PO746,Supplier_6,Germany,Electronics,05-06-2025,12-06-2025,12-06-2025,50,32,173.39,8669.5,0.021,0,2.71
PO747,Supplier_35,Poland,Mechanical,06-08-2025,15-08-2025,15-08-2025,327,321,58.11,19001.97,0.08,2,4.06
PO748,Supplier_20,France,Packaging,05-12-2025,17-12-2025,22-12-2025,210,203,108.97,22883.7,0.067,1,3.15
PO749,Supplier_13,France,Mechanical,08-03-2026,19-03-2026,19-03-2026,479,450,59.91,28696.89,0.087,0,2.75
PO750,Supplier_23,India,Electronics,02-07-2025,24-07-2025,31-07-2025,341,325,131.45,44824.45,0.024,0,4.41
PO751,Supplier_18,Germany,Mechanical,31-12-2025,11-01-2026,13-01-2026,139,135,34.15,4746.849999999999,0.043,1,4.25
PO752,Supplier_23,France,Mechanical,26-12-2025,14-01-2026,14-01-2026,338,314,46.42,15689.960000000001,0.047,2,4.88
PO753,Supplier_14,France,Packaging,20-08-2025,12-09-2025,15-09-2025,408,385,99.66,40661.28,0.049,0,4.58
PO754,Supplier_18,Germany,Electronics,19-03-2026,14-04-2026,14-04-2026,68,42,182.59,12416.12,0.06,1,3.34
PO755,Supplier_4,India,Mechanical,20-07-2025,17-08-2025,20-08-2025,60,34,157.9,9474,0.017,0,2.59
PO756,Supplier_16,China,Mechanical,25-06-2025,15-07-2025,20-07-2025,61,59,94.99,5794.389999999999,0.097,3,3.2
PO757,Supplier_32,Germany,Mechanical,26-02-2026,26-03-2026,27-03-2026,453,429,49.14,22260.420000000002,0.071,4,3.09
PO758,Supplier_20,Germany,Raw Material,27-03-2026,01-04-2026,04-04-2026,247,235,150.98,37292.06,0.005,1,4.55
PO759,Supplier_7,India,Raw Material,28-05-2025,25-06-2025,26-06-2025,334,325,60.83,20317.22,0.052,3,2.7
PO760,Supplier_48,France,Raw Material,31-12-2025,26-01-2026,27-01-2026,74,48,185.42,13721.08,0.054,1,4.79
PO761,Supplier_9,Poland,Raw Material,15-01-2026,27-01-2026,29-01-2026,231,222,110.33,25486.23,0.02,3,2.51
PO762,Supplier_11,Germany,Packaging,11-01-2026,22-01-2026,24-01-2026,136,118,38.74,5268.64,0.028,4,3
PO763,Supplier_29,India,Raw Material,10-12-2025,26-12-2025,26-12-2025,133,119,131.29,17461.57,0.07,2,4.5
PO764,Supplier_11,Poland,Packaging,22-09-2025,28-09-2025,29-09-2025,185,157,32.42,5997.700000000001,0.076,1,2.57
PO765,Supplier_10,China,Electronics,02-08-2025,09-08-2025,10-08-2025,240,229,112.64,27033.6,0.005,3,4.2
PO766,Supplier_25,France,Mechanical,30-09-2025,15-10-2025,22-10-2025,260,245,168.85,43901,0.015,3,2.54
PO767,Supplier_23,France,Electronics,19-12-2025,27-12-2025,29-12-2025,383,376,87.41,33478.03,0.099,4,4.12
PO768,Supplier_18,Germany,Packaging,09-09-2025,02-10-2025,02-10-2025,386,376,40.31,15559.660000000002,0.089,2,4.71
PO769,Supplier_12,France,Mechanical,28-12-2025,03-01-2026,10-01-2026,456,428,49.92,22763.52,0.012,3,3.47
PO770,Supplier_30,Germany,Packaging,06-03-2026,24-03-2026,29-03-2026,420,397,35.77,15023.400000000001,0.015,4,2.75
PO771,Supplier_38,India,Packaging,30-09-2025,19-10-2025,26-10-2025,252,231,39.61,9981.72,0.024,3,2.73
PO772,Supplier_43,Poland,Packaging,07-01-2026,18-01-2026,25-01-2026,211,201,133.55,28179.050000000003,0.009,4,4.82
PO773,Supplier_18,India,Packaging,16-04-2026,14-05-2026,14-05-2026,167,155,141.58,23643.86,0.024,3,4.43
PO774,Supplier_49,India,Mechanical,16-03-2026,28-03-2026,04-04-2026,112,98,12.91,1445.92,0.078,3,4.52
PO775,Supplier_39,Poland,Raw Material,30-08-2025,17-09-2025,20-09-2025,291,286,197.33,57423.030000000006,0.078,0,3.95
PO776,Supplier_28,France,Raw Material,10-06-2025,26-06-2025,03-07-2025,416,407,194.7,80995.2,0.016,3,4.13
PO777,Supplier_3,France,Raw Material,08-06-2025,26-06-2025,26-06-2025,411,393,150.7,61937.7,0.076,1,2.92
PO778,Supplier_45,India,Electronics,24-05-2025,17-06-2025,22-06-2025,157,133,98.12,15404.84,0.017,2,2.55
PO779,Supplier_4,China,Raw Material,22-10-2025,16-11-2025,17-11-2025,255,255,177.74,45323.700000000004,0.047,2,2.98
PO780,Supplier_18,China,Packaging,14-12-2025,20-12-2025,22-12-2025,359,354,28.5,10231.5,0.03,4,4.85
PO781,Supplier_2,Germany,Raw Material,06-10-2025,12-10-2025,15-10-2025,274,265,122.26,33499.24,0.065,4,4.05
PO782,Supplier_33,Poland,Raw Material,20-12-2025,01-01-2026,04-01-2026,452,426,21.86,9880.72,0.038,4,2.76
PO783,Supplier_8,Germany,Mechanical,08-05-2025,14-05-2025,14-05-2025,425,403,83.99,35695.75,0.095,4,4.98
PO784,Supplier_50,Germany,Raw Material,03-09-2025,30-09-2025,05-10-2025,201,200,69.19,13907.189999999999,0.078,2,4.08
PO785,Supplier_46,France,Raw Material,31-01-2026,12-02-2026,12-02-2026,401,387,163.67,65631.67,0.036,3,4.32
PO786,Supplier_29,Germany,Electronics,19-12-2025,09-01-2026,12-01-2026,254,234,69.77,17721.579999999998,0.008,2,3.77
PO787,Supplier_1,Poland,Electronics,24-04-2025,13-05-2025,18-05-2025,441,432,137.05,60439.05,0.032,2,3.67
PO788,Supplier_25,Germany,Electronics,23-11-2025,22-12-2025,23-12-2025,495,474,60.78,30086.100000000002,0.042,0,2.97
PO789,Supplier_4,France,Mechanical,08-03-2026,24-03-2026,25-03-2026,382,363,133.68,51065.76,0.082,3,4.56
PO790,Supplier_7,France,Raw Material,03-08-2025,31-08-2025,31-08-2025,107,79,199.87,21386.09,0.018,2,3.92
PO791,Supplier_42,India,Packaging,01-04-2026,14-04-2026,14-04-2026,403,391,69.13,27859.39,0.021,0,3.66
PO792,Supplier_17,India,Electronics,24-05-2025,15-06-2025,17-06-2025,493,467,130.1,64139.299999999996,0.05,0,4.58
PO793,Supplier_12,France,Electronics,10-12-2025,06-01-2026,11-01-2026,396,372,17.49,6926.039999999999,0.074,4,4.92
PO794,Supplier_43,France,Electronics,02-11-2025,17-11-2025,17-11-2025,420,418,179.49,75385.8,0.073,2,4.98
PO795,Supplier_39,France,Raw Material,22-09-2025,14-10-2025,19-10-2025,431,424,88.6,38186.6,0.075,0,4.98
PO796,Supplier_48,China,Packaging,31-08-2025,12-09-2025,19-09-2025,411,383,140,57540,0.088,4,3.96
PO797,Supplier_16,Germany,Packaging,18-05-2025,10-06-2025,15-06-2025,87,67,66.86,5816.82,0.075,3,3.01
PO798,Supplier_17,Germany,Raw Material,03-02-2026,17-02-2026,19-02-2026,145,121,149.7,21706.5,0.08,1,4.72
PO799,Supplier_35,India,Mechanical,19-01-2026,16-02-2026,21-02-2026,298,269,148.72,44318.56,0.039,0,3.17
PO800,Supplier_26,Poland,Mechanical,29-07-2025,13-08-2025,13-08-2025,233,209,107.89,25138.37,0.077,2,4.16
PO801,Supplier_23,Germany,Mechanical,18-12-2025,07-01-2026,12-01-2026,95,74,14,1330,0.072,2,3
PO802,Supplier_37,India,Mechanical,21-11-2025,06-12-2025,11-12-2025,153,153,22.08,3378.24,0.055,1,2.62
PO803,Supplier_49,Germany,Electronics,31-08-2025,07-09-2025,08-09-2025,471,452,75.98,35786.58,0.027,3,4.71
PO804,Supplier_10,China,Packaging,16-03-2026,07-04-2026,10-04-2026,157,131,23.4,3673.7999999999997,0.093,3,4.32
PO805,Supplier_32,India,Raw Material,13-06-2025,23-06-2025,28-06-2025,428,420,145.65,62338.200000000004,0.092,4,4.06
PO806,Supplier_40,Poland,Electronics,26-01-2026,07-02-2026,08-02-2026,372,355,78.36,29149.92,0.041,1,3.73
PO807,Supplier_43,Germany,Electronics,29-04-2025,15-05-2025,18-05-2025,187,181,88.06,16467.22,0.022,3,3.61
PO808,Supplier_24,Germany,Raw Material,26-10-2025,09-11-2025,09-11-2025,142,113,125.46,17815.32,0.098,2,2.59
PO809,Supplier_35,Poland,Packaging,19-05-2025,17-06-2025,20-06-2025,72,54,139.8,10065.6,0.005,0,4.61
PO810,Supplier_7,China,Raw Material,20-07-2025,06-08-2025,13-08-2025,435,429,196.34,85407.90000000001,0.016,3,3.03
PO811,Supplier_2,France,Packaging,26-12-2025,06-01-2026,09-01-2026,342,326,148.66,50841.72,0.074,4,4.65
PO812,Supplier_41,China,Packaging,06-07-2025,16-07-2025,19-07-2025,75,69,185.8,13935,0.087,2,4.72
PO813,Supplier_39,India,Raw Material,22-11-2025,30-11-2025,30-11-2025,375,359,116.2,43575,0.034,0,2.72
PO814,Supplier_1,China,Mechanical,15-02-2026,09-03-2026,09-03-2026,141,131,73.48,10360.68,0.052,3,3.24
PO815,Supplier_3,India,Electronics,11-06-2025,29-06-2025,06-07-2025,450,428,10.3,4635,0.028,1,3.1
PO816,Supplier_22,France,Electronics,21-05-2025,27-05-2025,03-06-2025,391,387,46.09,18021.190000000002,0.082,4,3.9
PO817,Supplier_37,Germany,Mechanical,07-05-2025,03-06-2025,10-06-2025,210,197,42.19,8859.9,0.064,3,3.44
PO818,Supplier_8,China,Electronics,14-02-2026,09-03-2026,09-03-2026,115,101,176.02,20242.300000000003,0.05,0,3.68
PO819,Supplier_33,France,Mechanical,07-10-2025,24-10-2025,25-10-2025,426,413,67.32,28678.319999999996,0.038,0,4.37
PO820,Supplier_48,Poland,Packaging,13-09-2025,29-09-2025,02-10-2025,476,460,94.81,45129.56,0.055,3,3.03
PO821,Supplier_34,India,Mechanical,28-04-2025,13-05-2025,15-05-2025,405,382,158.57,64220.85,0.02,2,4.41
PO822,Supplier_45,France,Mechanical,30-12-2025,04-01-2026,09-01-2026,483,462,135.93,65654.19,0.059,1,3
PO823,Supplier_24,France,Mechanical,19-12-2025,14-01-2026,15-01-2026,155,155,165.49,25650.95,0.017,3,2.68
PO824,Supplier_12,India,Mechanical,13-10-2025,24-10-2025,31-10-2025,188,185,36.3,6824.4,0.067,1,4.87
PO825,Supplier_24,Germany,Packaging,22-11-2025,19-12-2025,22-12-2025,315,288,138.76,43709.399999999994,0.023,2,3.74
PO826,Supplier_3,China,Raw Material,02-05-2025,19-05-2025,21-05-2025,141,132,46.02,6488.820000000001,0.089,1,2.72
PO827,Supplier_18,India,Packaging,08-08-2025,21-08-2025,21-08-2025,409,390,89.41,36568.689999999995,0.025,1,4.32
PO828,Supplier_1,India,Packaging,14-02-2026,19-02-2026,20-02-2026,435,415,151.83,66046.05,0.089,3,3.33
PO829,Supplier_22,Poland,Mechanical,18-02-2026,23-02-2026,28-02-2026,431,431,132.81,57241.11,0.087,2,2.66
PO830,Supplier_31,France,Packaging,16-09-2025,14-10-2025,17-10-2025,201,180,115.51,23217.510000000002,0.053,0,3.08
PO831,Supplier_35,China,Electronics,16-11-2025,25-11-2025,25-11-2025,235,214,80.8,18988,0.035,2,3.02
PO832,Supplier_10,China,Mechanical,16-05-2025,03-06-2025,05-06-2025,480,471,162.61,78052.8,0.056,1,4.15
PO833,Supplier_42,India,Electronics,31-01-2026,28-02-2026,07-03-2026,357,331,67.53,24108.21,0.046,0,4.5
PO834,Supplier_20,France,Raw Material,31-05-2025,08-06-2025,10-06-2025,217,205,28.72,6232.24,0.023,1,4.56
PO835,Supplier_43,Germany,Mechanical,12-11-2025,05-12-2025,10-12-2025,288,282,99.03,28520.64,0.059,2,2.69
PO836,Supplier_19,France,Electronics,12-10-2025,02-11-2025,02-11-2025,263,234,13.28,3492.64,0.055,1,4.52
PO837,Supplier_20,Poland,Mechanical,24-06-2025,09-07-2025,09-07-2025,251,228,39.45,9901.95,0.066,4,4.86
PO838,Supplier_18,France,Raw Material,25-07-2025,22-08-2025,22-08-2025,225,225,155.21,34922.25,0.079,2,4.65
PO839,Supplier_10,Germany,Mechanical,21-07-2025,15-08-2025,15-08-2025,237,223,198.64,47077.68,0.041,0,2.79
PO840,Supplier_41,Poland,Electronics,07-10-2025,20-10-2025,25-10-2025,424,423,199.85,84736.4,0.029,0,4
PO841,Supplier_6,France,Raw Material,26-04-2025,02-05-2025,02-05-2025,111,83,116.36,12915.96,0.052,4,4.7
PO842,Supplier_26,Poland,Packaging,06-06-2025,01-07-2025,03-07-2025,245,216,19.47,4770.15,0.06,2,3.22
PO843,Supplier_42,France,Electronics,01-06-2025,23-06-2025,23-06-2025,155,149,77.45,12004.75,0.048,0,4
PO844,Supplier_20,India,Raw Material,08-09-2025,21-09-2025,21-09-2025,429,416,171.61,73620.69,0.055,4,3.33
PO845,Supplier_20,Germany,Electronics,22-09-2025,27-09-2025,30-09-2025,129,115,64.26,8289.54,0.096,4,2.75
PO846,Supplier_49,India,Electronics,20-06-2025,08-07-2025,09-07-2025,333,324,79.39,26436.87,0.054,0,4.35
PO847,Supplier_10,France,Electronics,23-01-2026,14-02-2026,17-02-2026,247,218,20.36,5028.92,0.067,0,3.77
PO848,Supplier_1,Poland,Packaging,04-06-2025,30-06-2025,30-06-2025,330,328,144.86,47803.8,0.048,1,4.83
PO849,Supplier_10,India,Mechanical,20-11-2025,26-11-2025,26-11-2025,449,438,192.82,86576.18,0.029,1,2.72
PO850,Supplier_44,India,Mechanical,02-03-2026,11-03-2026,11-03-2026,196,182,30.16,5911.36,0.067,2,4.92
PO851,Supplier_21,India,Electronics,20-05-2025,11-06-2025,11-06-2025,403,378,107.75,43423.25,0.033,1,3.27
PO852,Supplier_6,Poland,Mechanical,07-06-2025,26-06-2025,03-07-2025,194,176,158.45,30739.3,0.002,4,4.07
PO853,Supplier_30,Germany,Packaging,11-09-2025,26-09-2025,03-10-2025,203,180,182.71,37090.130000000005,0.096,1,3.08
PO854,Supplier_36,France,Electronics,14-01-2026,20-01-2026,20-01-2026,193,185,192.02,37059.86,0.05,4,4.33
PO855,Supplier_32,India,Packaging,01-03-2026,14-03-2026,14-03-2026,279,258,156.07,43543.53,0.027,0,2.52
PO856,Supplier_10,Poland,Raw Material,11-08-2025,25-08-2025,01-09-2025,380,367,49.31,18737.8,0.036,2,3.77
PO857,Supplier_41,China,Electronics,08-02-2026,02-03-2026,04-03-2026,288,275,103.43,29787.840000000004,0.09,1,2.79
PO858,Supplier_18,Germany,Raw Material,20-07-2025,12-08-2025,14-08-2025,185,183,59.88,11077.800000000001,0.005,0,3.19
PO859,Supplier_14,China,Electronics,17-07-2025,11-08-2025,13-08-2025,214,204,186.13,39831.82,0.065,2,4.39
PO860,Supplier_4,China,Packaging,21-10-2025,02-11-2025,07-11-2025,96,67,187.54,18003.84,0.005,4,4.63
PO861,Supplier_4,China,Electronics,15-12-2025,28-12-2025,30-12-2025,125,117,142.63,17828.75,0.064,1,2.73
PO862,Supplier_28,India,Raw Material,28-03-2026,25-04-2026,26-04-2026,418,406,19.38,8100.839999999999,0.057,1,3.74
PO863,Supplier_22,France,Mechanical,30-03-2026,12-04-2026,12-04-2026,191,163,10.9,2081.9,0.007,0,4.41
PO864,Supplier_30,France,Mechanical,30-07-2025,18-08-2025,18-08-2025,258,248,94.89,24481.62,0.001,3,4.72
PO865,Supplier_14,China,Electronics,24-06-2025,15-07-2025,22-07-2025,495,485,106.7,52816.5,0.032,2,4.83
PO866,Supplier_18,Poland,Mechanical,07-11-2025,04-12-2025,09-12-2025,143,143,171.58,24535.940000000002,0.041,3,2.69
PO867,Supplier_38,Germany,Mechanical,25-01-2026,10-02-2026,11-02-2026,206,177,167.31,34465.86,0.077,0,4.18
PO868,Supplier_22,Poland,Electronics,19-12-2025,31-12-2025,31-12-2025,95,87,170.08,16157.6,0.03,4,3.68
PO869,Supplier_16,France,Packaging,06-10-2025,25-10-2025,25-10-2025,199,197,25.84,5142.16,0.093,1,3.51
PO870,Supplier_18,China,Mechanical,17-05-2025,07-06-2025,14-06-2025,160,160,17.37,2779.2000000000003,0.019,0,3.42
PO871,Supplier_19,Germany,Packaging,29-06-2025,18-07-2025,19-07-2025,160,156,29.24,4678.4,0.068,4,3.13
PO872,Supplier_41,India,Mechanical,20-09-2025,17-10-2025,24-10-2025,300,280,16.92,5076.000000000001,0.09,2,3.39
PO873,Supplier_17,Poland,Electronics,02-08-2025,24-08-2025,31-08-2025,100,92,143.09,14309,0.04,2,4.33
PO874,Supplier_4,Germany,Packaging,15-01-2026,23-01-2026,24-01-2026,177,169,64.01,11329.77,0.059,0,3.64
PO875,Supplier_11,Poland,Mechanical,22-09-2025,14-10-2025,19-10-2025,278,259,60.54,16830.12,0.059,2,4.12
PO876,Supplier_50,Germany,Raw Material,16-02-2026,12-03-2026,12-03-2026,63,63,35.74,2251.6200000000003,0.045,4,3.82
PO877,Supplier_35,China,Raw Material,18-09-2025,01-10-2025,06-10-2025,143,126,178.69,25552.67,0.046,0,3.51
PO878,Supplier_25,India,Raw Material,25-12-2025,10-01-2026,15-01-2026,270,247,95.51,25787.7,0.034,1,3.11
PO879,Supplier_10,China,Raw Material,19-09-2025,10-10-2025,12-10-2025,72,69,194.86,14029.920000000002,0.022,4,2.96
PO880,Supplier_32,Germany,Electronics,07-11-2025,28-11-2025,05-12-2025,264,245,92.23,24348.72,0.048,3,2.58
PO881,Supplier_45,China,Raw Material,28-08-2025,23-09-2025,30-09-2025,315,307,198.97,62675.55,0.048,3,3.63
PO882,Supplier_31,Poland,Mechanical,26-10-2025,04-11-2025,09-11-2025,259,245,54.96,14234.64,0.089,3,3
PO883,Supplier_44,India,Mechanical,24-04-2025,18-05-2025,25-05-2025,80,74,15.36,1228.8,0.024,4,3.54
PO884,Supplier_30,France,Raw Material,02-06-2025,09-06-2025,09-06-2025,348,334,40.11,13958.28,0.079,3,4.51
PO885,Supplier_9,India,Electronics,14-09-2025,11-10-2025,18-10-2025,158,130,103.45,16345.1,0.078,2,3.53
PO886,Supplier_30,Germany,Packaging,26-04-2025,22-05-2025,22-05-2025,106,77,42.75,4531.5,0.075,1,3.65
PO887,Supplier_6,India,Raw Material,17-03-2026,15-04-2026,18-04-2026,314,308,149.89,47065.46,0.077,2,2.83
PO888,Supplier_31,Poland,Mechanical,26-07-2025,24-08-2025,25-08-2025,320,297,179.33,57385.600000000006,0.051,4,4.04
PO889,Supplier_19,Germany,Packaging,29-09-2025,24-10-2025,29-10-2025,241,227,166.32,40083.119999999995,0.052,3,3.22
PO890,Supplier_20,India,Mechanical,03-01-2026,25-01-2026,27-01-2026,174,152,93.32,16237.679999999998,0.061,4,4.65
PO891,Supplier_6,Poland,Mechanical,13-06-2025,11-07-2025,14-07-2025,62,52,178.5,11067,0.038,2,3.39
PO892,Supplier_24,India,Electronics,11-01-2026,29-01-2026,29-01-2026,405,396,71.69,29034.45,0.098,4,4.45
PO893,Supplier_29,Poland,Mechanical,09-10-2025,07-11-2025,14-11-2025,372,358,43.4,16144.8,0.014,1,4.79
PO894,Supplier_27,Germany,Mechanical,26-12-2025,21-01-2026,21-01-2026,238,223,164.42,39131.96,0.054,0,3.06
PO895,Supplier_15,India,Raw Material,15-11-2025,13-12-2025,20-12-2025,408,399,25.72,10493.76,0.092,2,2.96
PO896,Supplier_31,China,Raw Material,09-05-2025,02-06-2025,02-06-2025,280,257,181.48,50814.399999999994,0.087,4,3.77
PO897,Supplier_38,Germany,Packaging,16-03-2026,31-03-2026,03-04-2026,362,346,188.16,68113.92,0.091,0,4.93
PO898,Supplier_13,China,Packaging,18-06-2025,05-07-2025,05-07-2025,391,364,194.69,76123.79,0.086,3,3.92
PO899,Supplier_18,China,Packaging,18-04-2026,23-04-2026,26-04-2026,152,125,64.09,9741.68,0.089,3,3.68
PO900,Supplier_3,India,Electronics,16-11-2025,05-12-2025,05-12-2025,73,60,182.06,13290.380000000001,0.012,1,4.24
PO901,Supplier_37,China,Raw Material,30-12-2025,18-01-2026,18-01-2026,114,91,71.27,8124.78,0.044,2,3.16
PO902,Supplier_22,China,Mechanical,02-12-2025,23-12-2025,25-12-2025,105,91,196.77,20660.850000000002,0.092,0,3.14
PO903,Supplier_6,Germany,Mechanical,29-03-2026,08-04-2026,11-04-2026,263,240,151.52,39849.76,0.008,2,3.47
PO904,Supplier_14,India,Electronics,06-08-2025,14-08-2025,14-08-2025,113,107,15.65,1768.45,0.007,0,3.25
PO905,Supplier_13,Germany,Electronics,13-06-2025,02-07-2025,02-07-2025,87,63,20.18,1755.66,0.014,0,3.82
PO906,Supplier_41,Germany,Electronics,15-08-2025,04-09-2025,04-09-2025,480,457,170.07,81633.59999999999,0.072,0,2.66
PO907,Supplier_1,India,Mechanical,08-09-2025,15-09-2025,15-09-2025,196,169,76.32,14958.72,0.097,0,2.82
PO908,Supplier_46,Poland,Electronics,05-04-2026,26-04-2026,26-04-2026,381,354,183.61,69955.41,0.083,0,3.7
PO909,Supplier_17,India,Electronics,30-07-2025,17-08-2025,17-08-2025,320,320,67.62,21638.4,0.036,4,4.93
PO910,Supplier_16,India,Electronics,06-01-2026,03-02-2026,03-02-2026,263,252,111.1,29219.3,0.048,4,3.02
PO911,Supplier_27,India,Electronics,19-01-2026,04-02-2026,09-02-2026,464,456,45.79,21246.56,0.006,4,3.38
PO912,Supplier_10,Poland,Raw Material,18-10-2025,11-11-2025,18-11-2025,208,198,189.37,39388.96,0.04,0,3.78
PO913,Supplier_30,China,Electronics,13-11-2025,23-11-2025,28-11-2025,166,156,157.69,26176.54,0.056,0,2.53
PO914,Supplier_16,France,Mechanical,25-09-2025,24-10-2025,26-10-2025,196,171,43.46,8518.16,0.072,1,3.09
PO915,Supplier_28,Germany,Packaging,21-04-2025,29-04-2025,30-04-2025,470,469,101.23,47578.1,0.037,4,4.64
PO916,Supplier_11,France,Packaging,08-06-2025,28-06-2025,29-06-2025,51,42,130.32,6646.32,0.01,1,3.25
PO917,Supplier_17,China,Mechanical,17-07-2025,10-08-2025,13-08-2025,324,318,26.95,8731.8,0.043,1,4.6
PO918,Supplier_2,India,Mechanical,24-08-2025,08-09-2025,15-09-2025,338,325,195.42,66051.95999999999,0.029,4,2.96
PO919,Supplier_46,Poland,Electronics,02-03-2026,17-03-2026,18-03-2026,386,360,13.49,5207.14,0.069,0,2.66
